favoritprogram	Kapitel_3	Sidan 31
musik	Kapitel_3	Sidan 31
Tyskland	Kapitel_3	Sidan 31
subjekt	Kapitel_3	Sidan 32
under	Kapitel_3	Sidan 32
bredvid	Kapitel_3	Sidan 32
roll	Kapitel_3	Sidan 32
kväll	Kapitel_3	Sidan 32
skola	Kapitel_3	Sidan 32
bestämd	Kapitel_3	Sidan 33
båda	Kapitel_3	Sidan 33
utanför	Kapitel_3	Sidan 34
klassrum	Kapitel_3	Sidan 34
älg	Kapitel_3	Sidan 34
åh	Kapitel_3	Sidan 34
film	Kapitel_3	Sidan 34
sova	Kapitel_3	Sidan 34
köpcentrum	Kapitel_3	Sidan 34
höger	Kapitel_3	Sidan 34
imperativ	Kapitel_3	Sidan 35
tips	Kapitel_3	Sidan 35
din	Kapitel_3	Sidan 35
ordföljd	Kapitel_3	Sidan 35
stund	Kapitel_3	Sidan 35
glas	Kapitel_3	Sidan 35
yoga	Kapitel_3	Sidan 35
kopp	Kapitel_3	Sidan 35
örtte	Kapitel_3	Sidan 35
surfa	Kapitel_3	Sidan 35
studio	Kapitel_3	Sidan 35
soppa	Kapitel_3	Sidan 35
gym	Kapitel_3	Sidan 35
träna	Kapitel_3	Sidan 35
sallad	Kapitel_3	Sidan 35
mineralvatten	Kapitel_3	Sidan 35
bar	Kapitel_3	Sidan 35
champagne	Kapitel_3	Sidan 35
vid	Kapitel_3	Sidan 35
måste	Kapitel_4	Sidan 36
köpa	Kapitel_4	Sidan 36
närbutik	Kapitel_4	Sidan 36
kontantkort	Kapitel_4	Sidan 36
näsduk	Kapitel_4	Sidan 36
följa	Kapitel_4	Sidan 36
snus	Kapitel_4	Sidan 36
jättehungrig	Kapitel_4	Sidan 36
vilja	Kapitel_4	Sidan 36
kebabställe	Kapitel_4	Sidan 36
kompis	Kapitel_4	Sidan 36
tyvärr	Kapitel_4	Sidan 36
farfar	Kapitel_4	Sidan 36
hjälpverb	Kapitel_4	Sidan 36
te	Kapitel_4	Sidan 36
bulle	Kapitel_4	Sidan 36
kaka	Kapitel_4	Sidan 36
smörgås	Kapitel_4	Sidan 36
partner	Kapitel_4	Sidan 37
nästa	Kapitel_4	Sidan 37
kosta	Kapitel_4	Sidan 37
krona	Kapitel_4	Sidan 37
mer	Kapitel_4	Sidan 37
kort	Kapitel_4	Sidan 37
kod	Kapitel_4	Sidan 37
slå	Kapitel_4	Sidan 37
namnteckning	Kapitel_4	Sidan 37
leg	Kapitel_4	Sidan 37
kvitto	Kapitel_4	Sidan 37
meny	Kapitel_4	Sidan 37
falafelmeny	Kapitel_4	Sidan 37
vänta	Kapitel_4	Sidan 37
tjuga	Kapitel_4	Sidan 37
latte	Kapitel_4	Sidan 37
lyxbulle	Kapitel_4	Sidan 37
varsågod	Kapitel_4	Sidan 37
strax	Kapitel_4	Sidan 37
ovanför	Kapitel_4	Sidan 37
prislista	Kapitel_4	Sidan 38
nedan	Kapitel_4	Sidan 38
apelsin	Kapitel_4	Sidan 38
äpple	Kapitel_4	Sidan 38
kiosk	Kapitel_4	Sidan 38
dosa	Kapitel_4	Sidan 38
glass	Kapitel_4	Sidan 38
godispåse	Kapitel_4	Sidan 38
frimärke	Kapitel_4	Sidan 38
cigarett	Kapitel_4	Sidan 38
lunchrestaurang	Kapitel_4	Sidan 38
lasagne	Kapitel_4	Sidan 38
ostsmörgås	Kapitel_4	Sidan 38
pizza	Kapitel_4	Sidan 38
räksallad	Kapitel_4	Sidan 38
sushi	Kapitel_4	Sidan 38
thaicurry	Kapitel_4	Sidan 38
wrap	Kapitel_4	Sidan 38
bröd	Kapitel_4	Sidan 38
brownie	Kapitel_4	Sidan 38
chokladboll	Kapitel_4	Sidan 38
chokadruta	Kapitel_4	Sidan 38
dammsugare	Kapitel_4	Sidan 38
morotskaka	Kapitel_4	Sidan 38
mazarin	Kapitel_4	Sidan 38
wienerbröd	Kapitel_4	Sidan 38
juice	Kapitel_4	Sidan 38
Nej	Kapitel_4	Sidan 39
några	Kapitel_4	Sidan 39
